transaction_id,timestamp,customer_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
387,09/20/2022 19:24,24554,1,0,14.03,37,0
388,01/20/2023 20:42,86271,1,0.15,76.24,26,0
389,03/02/2022 8:24,57603,1,0.05,20.26,24,0
390,10/04/2023 23:38,82305,1,0.05,259.33,6,0
391,11/22/2021 11:56,37025,1,0.05,158.84,22,0
392,01/15/2023 22:30,88612,3,0,207.06,9,0
393,11/02/2023 4:16,77232,1,0,120.97,8,0
394,01/07/2022 15:46,31999,1,0.15,13.12,24,0
395,01/15/2023 9:31,19004,1,0.1,94.36,1,0
396,07/01/2022 13:22,91265,1,0.1,16.46,23,0
397,12/26/2022 19:50,78227,1,0,100.31,43,0
398,08/08/2022 12:00,68316,3,0.15,,37,0
399,09/22/2023 18:35,95471,1,0,11.17,9,0
400,02/27/2021 14:05,56538,1,0,14.2,2,0
401,01/14/2023 8:39,61353,1,0,34.32,19,0
402,01/12/2023 2:58,85396,1,0.05,23.17,23,0
403,12/08/2022 13:48,74733,1,0,99.37,16,0
404,01/25/2022 14:34,62865,4,0.05,112.37,50,0
405,08/24/2021 19:31,37644,1,0.1,73.75,33,0
406,11/27/2023 0:35,46179,1,0.1,73.25,38,0
407,07/08/2022 14:39,4138,1,0.05,73.81,13,0
408,06/08/2021 1:34,96169,1,0,,4,0
409,11/13/2021 16:24,64901,1,0.1,,49,0
410,08/29/2023 18:27,7044,2,0,100.46,21,0
411,11/06/2023 15:51,81948,4,0.2,,21,0
412,06/20/2021 21:03,47200,2,0,84.56,3,0
413,12/01/2023 5:18,73228,1,0.05,212.24,13,0
414,10/25/2023 5:01,24597,1,0.15,53.99,7,0
415,08/26/2022 10:44,27653,1,0.1,86.26,17,0
416,11/17/2022 10:18,12816,1,0.15,51.65,0,0
417,02/20/2022 8:56,58338,1,0.05,154.63,14,0
418,08/07/2023 8:05,59239,1,0.1,60.8,0,0
419,12/05/2021 7:07,30543,1,0,21.15,0,0
420,03/02/2022 0:15,9792,1,0.2,175.71,41,0
421,05/18/2023 5:34,37851,1,0.15,71.14,14,0
422,02/28/2023 13:41,93378,1,0,97.5,14,0
423,05/02/2021 3:00,75905,2,0.05,73.43,0,0
424,05/07/2023 4:28,26092,1,0,34.32,26,0
425,02/23/2022 8:47,62764,1,0,185.56,40,0
426,07/17/2022 18:51,98049,1,0,78.77,45,0
427,04/25/2021 16:14,51480,1,0.1,76.99,3,0
428,12/16/2021 20:14,87452,2,0.15,130.98,30,0
429,06/12/2022 20:54,34024,1,0,169.51,28,0
430,12/11/2022 20:56,69636,1,0.05,38.1,3,0
431,08/28/2021 23:31,74368,2,0.05,144.63,29,0
432,08/06/2022 7:44,2866,1,0,87.61,3,0
433,06/16/2022 12:44,82033,2,0,116.42,6,0
434,11/23/2021 8:44,16603,1,0.1,13.9,32,0
435,03/20/2023 22:19,7862,1,0.05,64.27,35,0
436,10/05/2021 20:37,42267,4,0,170.96,0,0
437,08/27/2022 15:59,66171,1,0,,7,1
438,11/22/2023 17:26,62352,3,0.2,,28,0
439,05/26/2021 17:10,84095,1,0.15,18.78,30,0
440,11/09/2021 17:03,10159,1,0.15,16.92,7,0
441,02/28/2021 1:14,23616,1,0.1,,31,0
442,01/02/2021 15:29,55053,1,0.1,56.36,44,0
443,01/02/2023 7:42,67727,1,0,,49,0
444,07/27/2023 23:58,38564,1,0,-55.47,40,1
445,04/30/2022 1:48,39367,3,0.15,207.29,24,0
446,12/27/2021 19:45,63929,1,0,23.11,39,0
447,04/25/2021 6:42,49389,1,0,166.68,47,0
448,05/24/2023 6:10,55611,1,0,34.58,27,0
449,04/18/2023 17:33,94394,1,0,55.61,37,0
450,08/23/2022 19:13,40992,1,0,168.53,25,0
451,03/08/2023 19:11,33916,1,0,70.24,31,0
452,12/30/2021 23:04,61263,3,0,260.19,6,0
453,02/03/2021 0:12,95165,1,0,49.85,49,0
454,11/25/2021 0:11,36738,2,0.15,93.53,43,0
455,07/23/2023 0:55,89603,1,0,160.82,28,0
456,12/29/2021 15:06,98647,1,0,16.54,39,0
457,09/25/2023 23:08,18014,1,0,9.09,5,0
458,04/04/2023 18:01,83536,1,0.15,,0,0
459,08/08/2023 20:16,19983,1,0.05,53.32,4,0
460,09/12/2021 19:44,67048,1,0,137.36,0,0
461,01/26/2023 19:43,55831,1,0,95.18,0,0
462,10/29/2023 23:31,13960,1,0,140.06,43,0
463,03/10/2023 1:07,68856,1,0,233.18,48,0
464,01/09/2022 17:11,53062,4,0.15,389.27,30,0
465,12/01/2022 4:04,24645,1,0,139.92,8,0
466,11/18/2021 4:32,73071,2,0,42.66,16,0
467,08/01/2023 23:34,22785,1,0,50.99,16,0
468,12/16/2021 20:59,70104,1,0.05,72.73,0,0
469,09/14/2021 17:31,82595,1,0.05,69.97,43,0
470,04/08/2023 15:45,30113,1,0.2,15.25,5,0
471,08/21/2023 17:24,3001,1,0.1,16.1,3,0
472,10/23/2022 9:01,43835,1,0,66.24,34,0
473,08/08/2023 14:40,11097,1,0,75.8,26,0
474,10/04/2021 21:32,6510,1,0.15,71.73,5,0
475,08/18/2021 18:10,11171,1,0,41.65,17,0
476,09/26/2021 8:28,36656,1,0,48.44,45,0
477,10/04/2021 7:23,3617,1,0.05,17.14,42,0
478,06/10/2022 22:08,42343,1,0,76.98,14,0
479,10/11/2022 8:33,63608,1,0,61.33,23,0
480,08/28/2021 21:48,17744,1,0,78.16,6,0
481,04/01/2022 21:11,61325,3,0.15,,0,0
482,03/11/2022 17:56,12828,1,0,18.71,36,0
483,05/06/2021 9:43,96443,1,0,120.73,20,0
484,01/03/2023 20:01,36750,1,0,43.98,33,0
485,10/16/2023 15:39,14219,1,0.15,141.58,38,0
